Sr#,PSID,Month,WMC,Division,District,Tehsil,Office,UC,Billing Category,Amount,Fine,Bill PDF,Channel,Paid Date,Paid Amount,Status,Active
527,26770110100905020986,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-16, Sandral, Khushab",Domestic Rural Above 5 to 10 marla,200,20,,1Bill,"Nov 14, 2025",200,paid,1
528,26770110100905008722,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-25, Lukoo, Khushab",Domestic Rural Upto 5 marla,600,60,,1Bill,"Nov 14, 2025",600,paid,0
529,26770110100905008800,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-25, Lukoo, Khushab",Domestic Rural Upto 5 marla,600,60,,1Bill,"Nov 14, 2025",600,paid,0
530,26770110100905009133,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-7, Padhrar, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 14, 2025",900,paid,0
531,26770110100905009137,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-7, Padhrar, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 14, 2025",900,paid,0
532,26770110100905009191,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-7, Padhrar, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 14, 2025",900,paid,0
533,26770110100905009197,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-7, Padhrar, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 14, 2025",900,paid,0
534,26770110100905016459,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-20, Botala, Khushab",Commercial Rural Small business,300,30,,1Bill,"Nov 14, 2025",300,paid,0
535,26770110100905018574,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-20/Block No 1,Commercial Urban Small business,500,50,,1Bill,"Nov 14, 2025",500,paid,1
536,26770110100905002608,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-03/Ayub Colony,Commercial Urban Small business,1500,150,,1Bill,"Nov 14, 2025",1500,paid,0
537,26770110100905003679,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-04/Muhalla Ghousia,Commercial Urban Small business,1500,150,,1Bill,"Nov 14, 2025",1500,paid,0
538,26770110100905016218,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Hadali/Ward-16/Muhalla Balia Wala,Commercial Urban Small business,500,50,,1Bill,"Nov 14, 2025",500,paid,0
539,26770110100905009546,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-7, Padhrar, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 14, 2025",900,paid,0
540,26770110100905002042,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-7, Padhrar, Khushab",Domestic Rural Above 10 to 20 marla,1200,120,,1Bill,"Nov 14, 2025",1200,paid,0
541,26770110100905006744,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-26, Mitha Tiwana Janubi, Khushab",Domestic Rural Upto 5 marla,600,60,,1Bill,"Nov 14, 2025",600,paid,0
542,26770110100905002154,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Hadali/Ward-03/Noor Hayat Colony 01,Domestic Urban Above 5 to 10 marla,1500,150,,1Bill,"Nov 14, 2025",1500,paid,0
543,26770110100905010336,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-18, Chak 51 MB, Khushab",Domestic Rural Above 5 to 10 marla,600,60,,1Bill,"Nov 14, 2025",600,paid,0
544,26770110100905020114,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Hadali/Ward-20/Muhalla Civil Hospital,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 14, 2025",300,paid,1
545,26770110100905010897,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-18, Chak 51 MB, Khushab",Domestic Rural Above 5 to 10 marla,600,60,,1Bill,"Nov 14, 2025",600,paid,0
546,26770110100905003069,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Hadali/Ward-03/Noor Hayat Colony 01,Domestic Urban Above 5 to 10 marla,1500,150,,1Bill,"Nov 14, 2025",1500,paid,0
547,26770110100905002956,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-7, Padhrar, Khushab",Domestic Rural Above 5 to 10 marla,600,60,,1Bill,"Nov 14, 2025",600,paid,0
548,26770110100905019110,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-22/Satellite Town 01,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 14, 2025",300,paid,1
549,26770110100905019384,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-20/Block No 1,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 14, 2025",300,paid,1
550,26770110100905019370,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-20/Block No 1,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 14, 2025",300,paid,1
551,26770110100905018146,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-21/Satellite Town 02,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 13, 2025",300,paid,1
552,26770110100905019535,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-20/Block No 1,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 13, 2025",300,paid,1
553,26770110100905005651,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-26, Mitha Tiwana Janubi, Khushab",Domestic Rural Upto 5 marla,600,60,,1Bill,"Nov 13, 2025",600,paid,0
554,26770110100905003307,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-24, Roda, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 13, 2025",900,paid,0
555,26770110100905015792,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Khushab/Ward-17/Muhalla Prachgan,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 13, 2025",300,paid,0
556,26770110100905020792,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-15/Muhalla Ewana Wala,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 13, 2025",300,paid,1
557,26770110100905020902,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-23/Ghalla Mandi,Commercial Urban Small business,500,50,,1Bill,"Nov 13, 2025",500,paid,1
558,26770110100905019339,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-20/Block No 1,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 13, 2025",300,paid,1
559,26770110100905020306,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-23/Ghalla Mandi,Commercial Urban Small business,500,50,,1Bill,"Nov 13, 2025",500,paid,1
560,26770110100905017121,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-17, Chak 63 MB, Khushab",Domestic Rural Upto 5 marla,200,20,,1Bill,"Nov 13, 2025",200,paid,0
561,26770110100905005643,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-26, Mitha Tiwana Janubi, Khushab",Domestic Rural Upto 5 marla,600,60,,1Bill,"Nov 13, 2025",600,paid,0
562,26770110100905018151,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-21/Satellite Town 02,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 13, 2025",300,paid,1
563,26770110100905015793,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Khushab/Ward-17/Muhalla Prachgan,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 13, 2025",300,paid,0
564,26770110100905003468,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Hadali/Ward-03/Noor Hayat Colony 01,Domestic Urban Upto 5 marla,900,90,,1Bill,"Nov 13, 2025",900,paid,0
565,26770110100905002434,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-18, Chak 51 MB, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 13, 2025",900,paid,0
566,26770110100905017565,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-15/Muhalla Ewana Wala,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 13, 2025",300,paid,1
567,26770110100905016379,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-18, Chak 51 MB, Khushab",Domestic Rural Above 5 to 10 marla,200,20,,1Bill,"Nov 13, 2025",200,paid,0
568,26770110100905016050,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Khushab/Ward-17/Muhalla Prachgan,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 13, 2025",300,paid,0
569,26770110100905019331,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-24, Roda, Khushab",Commercial Rural Small business,300,30,,1Bill,"Nov 12, 2025",300,paid,1
570,26770110100905019474,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-20/Block No 1,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 12, 2025",300,paid,1
571,26770110100905003123,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-7, Padhrar, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 12, 2025",900,paid,0
572,26770110100905018902,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-22/Satellite Town 01,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 12, 2025",300,paid,1
573,26770110100905017383,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-23/Ghalla Mandi,Commercial Urban Small business,500,50,,1Bill,"Nov 12, 2025",500,paid,1
574,26770110100905009356,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-7, Padhrar, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 12, 2025",900,paid,0
575,26770110100905018228,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-24, Roda, Khushab",Commercial Rural Small business,300,30,,1Bill,"Nov 12, 2025",300,paid,1
576,26770110100905015740,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-7, Padhrar, Khushab",Domestic Rural Upto 5 marla,200,20,,1Bill,"Nov 12, 2025",200,paid,0
577,26770110100905018482,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-24, Roda, Khushab",Commercial Rural Small business,300,30,,1Bill,"Nov 12, 2025",300,paid,1
578,26770110100905019305,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-20/Block No 1,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 12, 2025",300,paid,1
579,26770110100905009378,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-21, Hassan Pur Tiwana, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 12, 2025",900,paid,0
580,26770110100905020048,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-20/Ihsan Colony,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 12, 2025",300,paid,1
581,26770110100905017129,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-17, Chak 63 MB, Khushab",Domestic Rural Upto 5 marla,200,20,,1Bill,"Nov 12, 2025",200,paid,0
582,26770110100905020030,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-20/Ihsan Colony,Commercial Urban Small business,500,50,,1Bill,"Nov 12, 2025",500,paid,1
583,26770110100905017163,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-17, Chak 63 MB, Khushab",Domestic Rural Upto 5 marla,200,20,,1Bill,"Nov 12, 2025",200,paid,0
584,26770110100905019985,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-20/Block No 1,Commercial Urban Small business,500,50,,1Bill,"Nov 12, 2025",500,paid,1
585,26770110100905016937,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-16, Sandral, Khushab",Domestic Rural Above 5 to 10 marla,200,20,,1Bill,"Nov 12, 2025",200,paid,0
586,26770110100905018659,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-20/Block No 1,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 12, 2025",300,paid,1
587,26770110100905017122,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-17, Chak 63 MB, Khushab",Domestic Rural Upto 5 marla,200,20,,1Bill,"Nov 12, 2025",200,paid,0
588,26770110100905017120,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-17, Chak 63 MB, Khushab",Domestic Rural Upto 5 marla,200,20,,1Bill,"Nov 12, 2025",200,paid,0
589,26770110100905017552,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-15/Muhalla Ewana Wala,Domestic Urban Above 5 to 10 marla,500,50,,1Bill,"Nov 12, 2025",500,paid,1
590,26770110100905017732,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-20/Block No 1,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 12, 2025",300,paid,1
591,26770110100905017757,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-20/Block No 1,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 12, 2025",300,paid,1
592,26770110100905019816,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-20/Block No 1,Commercial Urban Small business,500,50,,1Bill,"Nov 12, 2025",500,paid,1
593,26770110100905019811,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-20/Block No 1,Commercial Urban Small business,500,50,,1Bill,"Nov 12, 2025",500,paid,1
594,26770110100905002670,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-03/Ayub Colony,Commercial Urban Small business,1500,150,,1Bill,"Nov 12, 2025",1500,paid,0
595,26770110100905018629,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-03/Ayub Colony,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 11, 2025",300,paid,1
596,26770110100905016706,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-12/Naseem Colony,Domestic Urban Above 5 to 10 marla,500,50,,1Bill,"Nov 11, 2025",500,paid,0
597,26770110100905020039,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-20/Block No 1,Commercial Urban Small business,500,50,,1Bill,"Nov 11, 2025",500,paid,1
598,26770110100905017288,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-23/Ghalla Mandi,Commercial Urban Small business,500,50,,1Bill,"Nov 11, 2025",500,paid,1
599,26770110100905008214,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-21, Hassan Pur Tiwana, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 11, 2025",900,paid,0
600,26770110100905018688,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-20/Block No 1,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 11, 2025",300,paid,1
601,26770110100905020033,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-20/Block No 1,Commercial Urban Small business,500,50,,1Bill,"Nov 11, 2025",500,paid,1
602,26770110100905004093,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-24, Roda, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 11, 2025",900,paid,0
603,26770110100905017678,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-16, Sandral, Khushab",Domestic Rural Above 5 to 10 marla,200,20,,1Bill,"Nov 11, 2025",200,paid,1
604,26770110100905017368,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-23/Ghalla Mandi,Commercial Urban Small business,500,50,,1Bill,"Nov 11, 2025",500,paid,1
605,26770110100905020454,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-24, Roda, Khushab",Commercial Rural Small business,300,30,,1Bill,"Nov 11, 2025",300,paid,1
606,26770110100905016523,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-17, Chak 63 MB, Khushab",Domestic Rural Upto 5 marla,200,20,,1Bill,"Nov 11, 2025",200,paid,0
607,26770110100905020150,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-23/Ghalla Mandi,Commercial Urban Small business,500,50,,1Bill,"Nov 11, 2025",500,paid,1
608,26770110100905020095,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-24, Roda, Khushab",Commercial Rural Small business,300,30,,1Bill,"Nov 11, 2025",300,paid,1
609,26770110100905018572,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-20/Block No 1,Commercial Urban Small business,500,50,,1Bill,"Nov 11, 2025",500,paid,1
610,26770110100905019841,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-20/Block No 1,Commercial Urban Small business,500,50,,1Bill,"Nov 11, 2025",500,paid,1
611,26770110100905020205,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-23/Ghalla Mandi,Commercial Urban Small business,500,50,,1Bill,"Nov 11, 2025",500,paid,1
612,26770110100905019697,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-20/Block No 1,Commercial Urban Small business,500,50,,1Bill,"Nov 11, 2025",500,paid,1
613,26770110100905005641,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-26, Mitha Tiwana Janubi, Khushab",Domestic Rural Upto 5 marla,600,60,,1Bill,"Nov 11, 2025",600,paid,0
614,26770110100905020332,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-20/Ihsan Colony,Domestic Urban Above 5 to 10 marla,500,50,,1Bill,"Nov 11, 2025",500,paid,1
615,26770110100905018981,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-03/Ayub Colony,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 11, 2025",300,paid,1
616,26770110100905019950,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-20/Ihsan Colony,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 11, 2025",300,paid,1
617,26770110100905018184,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-24, Roda, Khushab",Commercial Rural Small business,300,30,,1Bill,"Nov 11, 2025",300,paid,1
618,26770110100905019482,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-20/Ihsan Colony,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 11, 2025",300,paid,1
619,26770110100905020860,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-15/Muhalla Ewana Wala,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 11, 2025",300,paid,1
620,26770110100905019487,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-20/Ihsan Colony,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 11, 2025",300,paid,1
621,26770110100905017798,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-24, Roda, Khushab",Commercial Rural Small business,300,30,,1Bill,"Nov 11, 2025",300,paid,1
622,26770110100905019577,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-20/Ihsan Colony,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 11, 2025",300,paid,1
623,26770110100905019587,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-20/Ihsan Colony,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 11, 2025",300,paid,1
624,26770110100905019881,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-20/Ihsan Colony,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 11, 2025",300,paid,1
625,26770110100905020582,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-20/Ihsan Colony,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 11, 2025",300,paid,1
626,26770110100905017934,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-19/Muhalla Jahangir Hassan Town,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 11, 2025",300,paid,1
627,26770110100905020574,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-20/Ihsan Colony,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 11, 2025",300,paid,1
628,26770110100905020240,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-20/Ihsan Colony,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 11, 2025",300,paid,1
629,26770110100905003631,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-04/Muhalla Ghousia,Commercial Urban Small business,1500,150,,1Bill,"Nov 11, 2025",1500,paid,0
630,26770110100905020037,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-20/Ihsan Colony,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 11, 2025",300,paid,1
